ID;CONTRY;STATE-NAME;STATE-CODE;MONTH;DAY;HOLIDAY-NAME;ALTERNATIVE-HOLIDAY-NAME;HOLIDAY-TYPE;CITY-NAME;CITY-CODE;OPTIONAL;BUSSINESS-RULE;COMMENTS
213;PRT;Açores;AC;July;22;Festa de Santa Maria Madalena;Feast of Saint Mary Magdalene;Regional Holiday;Madalena;;;;
214;PRT;Madeira;MA;July;22;Festa de Santa Maria Madalena;Feast of Saint Mary Magdalene;Regional Holiday;Porto Moniz;;;;
215;PRT;Coimbra;CO;July;24;Festa de Santa Cristina;Feast of Saint Cristina;Regional Holiday;Condeixa-a-Nova;;;;
216;PRT;Leiria;LE;July;24;Dia da criação do município;Day the municipality was created;Regional Holiday;Pedrogão Grande;;;;
217;PRT;Coimbra;CO;July;25;Festa de São Tiago;Feast of Saint James;Regional Holiday;Cantanhede;;;;
218;PRT;Braga;BR;July;25;Festa de São Tiago;Feast of Saint James;Regional Holiday;Celorico de Basto;;;;
219;PRT;Coimbra;CO;July;25;Festa de São Tomé;Feast of São Tomé;Regional Holiday;Mira;;;;
220;PRT;Vila Real;VR;July;25;Festa de São Tiago;Feast of Saint James;Regional Holiday;Mondim de Basto;;;;
221;PRT;Aveiro;AV;July;25;Feriado Municipal;Municipal Holiday;Regional Holiday;Ovar;;;;
222;PRT;Setúbal;SE;July;25;Feriado Municipal;Municipal Holiday;Regional Holiday;Santiago do Cacém;;;;
223;PRT;Lisboa;LI;July;26;Dia da Criação do Concelho;county creation day;Regional Holiday;Loures;;;;
224;PRT;Porto;PO;July;27;Festa de Nosso Senhor dos Aflitos;Feast of Our Lord of the Afflicted;Regional Holiday;Lousada;;;4,Monday,July;Monday after the last Sunday in July
225;PRT;Leiria;LE;August;3;Festa da Nossa Senhora da Boa Viagem;Feast of Our Lady of Boa Viagem;Regional Holiday;Peniche;;;1,Monday,August;Monday after 1st Sunday of August
226;PRT;Guarda;GU;August;10;Festa de Nosso Senhor do Calvário;Feast of Our Lord of Calvary;Regional Holiday;Gouveia;;;2,Monday,August;Monday after the second Sunday in August
227;PRT;Castelo Branco;CB;August;10;Festa de Santa Margarida;Feast of Saint Margaret;Regional Holiday;Oleiros;;;2,Monday,August;Monday after the second Sunday in August
228;PRT;Aveiro;AV;August;10;Festa de Nossa Senhora de La Salette;Feast of Our Lady of La Salette;Regional Holiday;Oliveira de Azeméis;;;2,Monday,August;Monday after the second Sunday in August
229;PRT;Viana do Castelo;VC;August;10;Festa de São Lourenço;Feast of St. Lawrence;Regional Holiday;Paredes de Coura;;;;
230;PRT;Açores;AC;August;10;Senhor Santo Cristo dos Milagres;Lord Holy Christ of Miracles;Regional Holiday;Santa Cruz da Graciosa;;;2,Monday,August;Monday after the second Sunday in August
231;PRT;Bragança;BA;August;10;Festa de São Lourenço;Feast of St. Lawrence;Regional Holiday;Vimioso;;;;
232;PRT;Açores;AC;August;11;Feriado Municipal;Municipal Holiday;Regional Holiday;Praia da Vitória;;;;
233;PRT;Coimbra;CO;August;13;D. Teresa e seu filho D. Afonso Henriques doam Góis a Anaia Vestrares;D. Teresa and her son D. Afonso Henriques donate Gois to Anaia Vestrares;Regional Holiday;Góis;;;;
234;PRT;Leiria;LE;August;14;Dia da Batalha de Aljubarrota;Day of the Battle of Aljubarrota;Regional Holiday;Batalha;;;;
235;PRT;;;August;15;Assunção de Nossa Senhora;Assumption Day;National Holiday;;;;;
236;PRT;Vila Real;VR;August;16;Festa de Nossa Senhora do Socorro;Feast of Our Lady of Help;Regional Holiday;Peso da Régua;;;;
237;PRT;Vila Real;VR;August;16;Festa de Nossa Senhora do Socorro;Feast of Our Lady of Help;Regional Holiday;Ribeira de Pena;;;;
238;PRT;Açores;AC;August;16;Festa de São Roque;Feast of San Roque;Regional Holiday;São Roque do Pico;;;;
239;PRT;Évora;EV;August;16;Feriado Municipal;Municipal Holiday;Regional Holiday;Vila Viçosa;;;;
240;PRT;Aveiro;AV;August;17;Festa da Senhora do Socorro;Feast of Senhora do Socorro;Regional Holiday;Albergaria-a-Velha;;;3,Monday,August;Monday after the third Sunday in August
241;PRT;Santarém;SA;August;17;Festa de Nossa Senhora do Castelo;Feast of Our Lady of the Castle;Regional Holiday;Coruche;;;;
242;PRT;Braga;BR;August;19;Dia da elevação à categoria de vila por D. Sebastião;Day of the elevation to the category of village by D. Sebastião;Regional Holiday;Esposende;;;;
243;PRT;Faro;FA;August;20;Criação do concelho;County creation;Regional Holiday;Albufeira;;;;
244;PRT;Leiria;LE;August;20;Festa de São Bernardo;Feast of Saint Bernard;Regional Holiday;Alcobaça;;;;
245;PRT;Viseu;VI;August;20;Dia de São Bernardo;St. Bernard's Day;Regional Holiday;Sátão;;;;
246;PRT;Viana do Castelo;VC;August;20;Festa de Nossa Senhora da Agonia;Feast of Our Lady of Agony;Regional Holiday;Viana do Castelo;;;;
247;PRT;Madeira;MA;August;21;Dia de elevação a cidade;Elevation day the city;Regional Holiday;Funchal;;;;
248;PRT;Bragança;BA;August;22;Festa de Nossa Senhora das Graças;Feast of Our Lady of Graces;Regional Holiday;Bragança;;;;
249;PRT;Porto;PO;August;24;Dia de São Bartolomeu;St. Bartholomew's Day;Regional Holiday;Baião;;;;
250;PRT;Viana do Castelo;VC;August;24;Dia de São Bartolomeu;St. Bartholomew's Day;Regional Holiday;Ponte da Barca;;;;
251;PRT;Bragança;BA;August;24;Festa de São Bartolomeu;Feast of St. Bartholomew;Regional Holiday;Vila Flor;;;;
252;PRT;Castelo Branco;CB;August;24;Nossa Senhora da Alagada;Our Lady of Alagada;Regional Holiday;Vila Velha de Ródão;;;4,Monday,August;Monday after the fourth Sunday in August
253;PRT;Viseu;VI;August;25;Festa de São Genésio;Feast of St. Genesis;Regional Holiday;Penalva do Castelo;;;;
254;PRT;Guarda;GU;August;25;Data de elevação a cidade;Date of elevation to city;Regional Holiday;Pinhel;;;;
255;PRT;Beja;BE;August;28;Festa de Nossa Senhora da Conceição;Feast of Our Lady of Conception;Regional Holiday;Barrancos;;;;
256;PRT;Bragança;BA;August;28;Festa de Nossa Senhora da Conceição;Feast of Our Lady of Conception;Regional Holiday;Carrazeda de Ansiães;;;4,Friday,August;last friday of august
257;PRT;Faro;FA;August;29;Tradição do Banho Santo, banhos no mar;Tradition of the Holy Bath, bathing in the sea;Regional Holiday;Aljezur;;;;
258;PRT;Faro;FA;September;3;Conquista da Cidade aos Mouros;Conquest of the city from the Mouros;Regional Holiday;Silves;;;;
259;PRT;Coimbra;CO;September;7;Feriado Municipal;Municipal Holiday;Regional Holiday;Arganil;;;;
260;PRT;Faro;FA;September;7;Data de elevação a cidade;Date of elevation to city;Regional Holiday;Faro;;;;
261;PRT;Évora;EV;September;7;Data de elevação a município;Date of elevation to municipality;Regional Holiday;Vendas Novas;;;;
262;PRT;Faro;FA;September;8;Festa de Nossa Senhora da Luz;Feast of Our Lady of Light;Regional Holiday;Lagoa;;;;
263;PRT;Viseu;VI;September;8;Festa de Nossa Senhora dos Remédios;Feast of Our Lady of Remedies;Regional Holiday;Lamego;;;;
264;PRT;Viseu;VI;September;8;Festa de Nossa Senhora do Castelo;Feast of Our Lady of the Castle;Regional Holiday;Mangualde;;;;
265;PRT;Porto;PO;September;8;Festa de Nossa Senhora do Castelinho;Feast of Our Lady of Castelinho;Regional Holiday;Marco de Canaveses;;;;
266;PRT;Portalegre;PA;September;8;Festa de Nossa Senhora da Estrela;Feast of Our Lady of the Star;Regional Holiday;Marvão;;;;
267;PRT;Coimbra;CO;September;8;Festa de Nossa Senhora da Vitória;Feast of Our Lady of Victory;Regional Holiday;Montemor-o-Velho;;;;
268;PRT;Aveiro;AV;September;8;Festa de Santa Maria;Feast of Saint Mary;Regional Holiday;Murtosa;;;;
269;PRT;Leiria;LE;September;8;Festa de Nossa Senhora das Areias;Feast of Our Lady of the Sands;Regional Holiday;Nazaré;;;;
270;PRT;Beja;BE;September;8;Festa de Nossa Senhora da Piedade;Feast of Our Lady of Piety;Regional Holiday;Odemira;;;;
271;PRT;Beja;BE;September;8;Festa de Nossa Senhora da Cola;Feast of Our Lady of Cola;Regional Holiday;Ourique;;;;
272;PRT;Madeira;MA;September;8;Festa de Nossa Senhora da Luz;Feast of Our Lady of Light;Regional Holiday;Ponta do Sol;;;;
273;PRT;Vila Real;VR;September;8;Festa de Nossa Senhora do Rosário;Feast of Our Lady of the Rosary;Regional Holiday;Sabrosa;;;;
274;PRT;Faro;FA;September;11;Feriado Municipal;Municipal Holiday;Regional Holiday;Alcoutim;;;2,Friday,September ;second Friday of September
275;PRT;Lisboa;LI;September;11;Dia de criação do Município;Creation day of the Municipality;Regional Holiday;Amadora;;;;
276;PRT;Castelo Branco;CB;September;15;Festa de Santa Luzia;Feast of Santa Luzia;Regional Holiday;Fundão;;;;
277;PRT;Setúbal;SE;September;15;Festas a Nossa Senhora da Boa Viagem;parties to Our Lady of Boa Viagem;Regional Holiday;Moita;;;2,Tuesday,September ;Tuesday after the second Sunday in September
278;PRT;Setúbal;SE;September;15;Dia de nascimento de Bocage;Bocage's birth day;Regional Holiday;Setúbal;;;;
279;PRT;Viseu;VI;September;16;Festa de Santa Eufémia;Feast of Santa Eufémia;Regional Holiday;Tondela;;;;
280;PRT;Castelo Branco;CB;September;19;Dia do recebimento do foral de D. Dinis;Day of receipt of the charter of D. Dinis;Regional Holiday;Vila de Rei;;;;
281;PRT;Viana do Castelo;VC;September;20;Festa de Nossa Senhora das Dores;Feast of Our Lady of Sorrows;Regional Holiday;Ponte de Lima;;;;
282;PRT;Aveiro;AV;September;21;Festa de São Mateus;Feast of St. Matthew;Regional Holiday;Sever do Vouga;;;;
283;PRT;Coimbra;CO;September;21;Festa de São Mateus;Feast of St. Matthew;Regional Holiday;Soure;;;;
284;PRT;Viseu;VI;September;21;Dia de São Mateus;St. Matthew's Day;Regional Holiday;Viseu;;;;
285;PRT;Santarém;SA;September;22;Dia de elevação à categoria de vila;Day of elevation to the category of village;Regional Holiday;Sardoal;;;;
286;PRT;Braga;BR;September;29;Festa de São Miguel Arcanjo;Feast of Saint Michael the Archangel;Regional Holiday;Cabeceiras de Basto;;;;
287;PRT;Guarda;GU;September;29;Festa de São Miguel Arcanjo;Feast of Saint Michael the Archangel;Regional Holiday;Fornos de Algodres;;;;
288;PRT;Coimbra;CO;September;29;Festa de São Miguel Arcanjo;Feast of Saint Michael the Archangel;Regional Holiday;Penela;;;;
289;PRT;Viseu;VI;September;29;Festa de São Miguel Arcanjo;Feast of Saint Michael the Archangel;Regional Holiday;Resende;;;;
290;PRT;Viseu;VI;September;29;Festa de São Miguel Arcanjo;Feast of Saint Michael the Archangel;Regional Holiday;Tarouca;;;;
291;PRT;Viana do Castelo;VC;October;1;Data do recebimento do foral manuelino;Date of receipt of the Manueline Charter;Regional Holiday;Vila Nova de Cerveira;;;;
292;PRT;Braga;BR;October;5;Feriado Municipal;Municipal Holiday;Regional Holiday;Vieira do Minho;;;2,Monday,October;Monday after the first Saturday in October
293;PRT;;;October;5;Implantação da República;Republic Day;National Holiday;;;;;
294;PRT;Viseu;VI;October;7;Restauração do município;Restoration of the municipality;Regional Holiday;Oliveira de Frades;;;;
295;PRT;Coimbra;CO;October;7;Dia da proclamação da República em Oliveira do Hospital, 7 de outubro de 1910;Day of the proclamation of the Republic in Oliveira do Hospital, October 7, 1910;Regional Holiday;Oliveira do Hospital;;;;
296;PRT;Madeira;MA;October;9;Festa de Nosso Senhor dos Milagres;Feast of Our Lord of Miracles;Regional Holiday;Machico;;;;
297;PRT;Aveiro;AV;October;11;Data de criação do concelho;County creation date;Regional Holiday;São João da Madeira;;;;
298;PRT;Bragança;BA;October;15;Feriado Municipal;Municipal Holiday;Regional Holiday;Mogadouro;;;;
299;PRT;Madeira;MA;October;16;Criação do município;Creation of the municipality;Regional Holiday;Câmara de Lobos;;;;
300;PRT;Castelo Branco;CB;October;20;Dia de elevação a cidade;Elevation day the city;Regional Holiday;Covilhã;;;;
301;PRT;Braga;BR;October;20;Data do Foral de D. Manuel I;Date of the Charter of D. Manuel I;Regional Holiday;Terras de Bouro;;;;
302;PRT;Setúbal;SE;October;22;Foral de D. João III;Charter of D. João III;Regional Holiday;Grândola;;;;
303;PRT;Faro;FA;October;27;Festa de São Gonçalo de Lagos;Festival of São Gonçalo de Lagos;Regional Holiday;Lagos;;;;
304;PRT;;;November;1;Dia de Todos os Santos;All Saints' Day;National Holiday;;;;;
305;PRT;Vila Real;VR;November;6;Dia da criação do município;Day the municipality was created;Regional Holiday;Boticas;;;;
306;PRT;Porto;PO;November;6;Dia da criação do município;Day the municipality was created;Regional Holiday;Paços de Ferreira;;;;
307;PRT;Santarém;SA;November;6;Dia da criação do município;Day the municipality was created;Regional Holiday;Rio Maior;;;;
308;PRT;Vila Real;VR;November;6;Dia da criação do município;Day the municipality was created;Regional Holiday;Valpaços;;;;
309;PRT;Vila Real;VR;November;11;Dia de São Martinho;S. Martin days;Regional Holiday;Alijó;;;;
310;PRT;Guarda;GU;November;11;Festa de São Martinho;Feast of Saint Martin;Regional Holiday;Mêda;;;;
311;PRT;Porto;PO;November;11;Dia de São Martinho;S. Martin days;Regional Holiday;Penafiel;;;;
312;PRT;Leiria;LE;November;11;Dia de São Martinho;S. Martin days;Regional Holiday;Pombal;;;;
313;PRT;Lisboa;LI;November;11;Dia de São Martinho;S. Martin days;Regional Holiday;Torres Vedras;;;;
314;PRT;Lisboa;LI;November;19;Dia da criação do município;Day the municipality was created;Regional Holiday;Odivelas;;;;
315;PRT;Porto;PO;November;19;Dia da criação do município;Day the municipality was created;Regional Holiday;Trofa;;;;
316;PRT;Portalegre;PA;November;23;Pelo foral manuelino;by the Manueline charter;Regional Holiday;Gavião;;;;
317;PRT;Santarém;SA;November;24;Dia da criação do município;Day the municipality was created;Regional Holiday;Entroncamento;;;;
318;PRT;Setúbal;SE;November;24;Dia de elevação a vila;Elevation day the village;Regional Holiday;Sines;;;;
319;PRT;Açores;AC;November;25;Festa de Santa Catarina;Feast of Santa Catarina;Regional Holiday;Calheta;;;;
320;PRT;Guarda;GU;November;27;Dia da criação do concelho;County creation day;Regional Holiday;Guarda;;;;
321;PRT;Vila Real;VR;November;30;Festa de Santo André;Feast of St. Andrew;Regional Holiday;Mesão Frio;;;;
322;PRT;;;December;1;Restauração da Independência;Restoration of Independence;National Holiday;;;;;
323;PRT;;;December;8;Dia da Imaculada Conceição;Immaculate Conception Day;National Holiday;;;;;
324;PRT;Faro;FA;December;11;Feriado Municipal;Municipal Holiday;Regional Holiday;Portimão;;;;
325;PRT;;;December;25;Natal;Christmas Day;National Holiday;;;;;
